orden,ORDEN,IDREGION,IDCDP,CODGEO,REGION,DEPROV,COMUNA,RBD,DVRBD,NOMBRE,ALUMNOS,DDCIA,DDCIA_N,RURALIDAD,RURALIDAD_N,GRUPO,GRUPO_N,ALUM_LEN,ALUM_MAT,ALUM_NAT,PROM_LEN,PROM_MAT,Nivel Logro,PROM_NAT,DIF_LEN,SIG_LEN,DIF_MAT,SIG_MAT,DIF_NAT,SIG_NAT,DIFGRU_LEN,SIGGRU_LEN,DIFGRU_MAT,SIGGRU_MAT,DIFGRU_NAT,SIGGRU_NAT
4975,7609,13,133,13108,Región Metropolitana,Santiago Oriente,Lo Barnechea,25107,0,Escuela Básica Particular Maimonides,25,PP,3,U,1,E,4,25,25,25,282,292,Avanzado,280,-32,-1,1,0,-,,-20,-1,-12,-1,-12,-1
4976,6894,13,136,13117,Región Metropolitana,Cordillera,La Pintana,25114,3,Colegio Iberoamericano La Pintana,78,PS,4,U,1,C,2,78,77,77,258,239,Intermedio,247,9,0,10,0,7,0,-5,-1,-15,-1,-15,-1
4977,7254,13,137,13201,Región Metropolitana,Santiago Norte,Colina,25121,6,Colegio San Antonio de Colina,114,PS,4,U,1,C,2,113,112,114,283,291,Avanzado,292,18,1,29,1,29,1,20,1,37,1,37,1
4978,8025,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25129,1,Saint Francis College,17,PS,4,U,1,B,1,17,17,17,243,229,Inicial,239,31,1,38,1,46,1,-3,0,-5,0,-5,0
4979,8653,13,135,13601,Región Metropolitana,Talagante,Talagante,25130,5,Escuela Básica Los Ceibos,23,PP,3,U,1,E,4,23,23,23,279,270,Intermedio,274,-12,0,-26,-1,-21,-1,-23,-1,-34,-1,-34,-1
4980,7011,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25136,4,Complejo Educacional San Alfonso,20,PS,4,U,1,B,1,20,19,19,228,208,Inicial,228,8,0,-1,0,17,1,-18,-1,-26,-1,-26,-1
4981,7443,13,137,13105,Región Metropolitana,Santiago Norte,Recoleta,25138,0,Colegio Albert Einstein,22,PS,4,U,1,D,3,22,22,21,265,258,Intermedio,268,-32,-1,-26,-1,-2,0,-19,-1,-21,-1,-21,-1
4982,6783,13,136,13114,Región Metropolitana,Cordillera,La Florida,25153,4,Colegio Nueva Era Siglo XXI,98,PS,4,U,1,D,3,95,98,97,301,305,Avanzado,303,0,0,15,1,7,0,17,1,26,1,26,1
4983,7978,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25155,0,Escuela Básica Alfarero,27,PS,4,U,1,D,3,27,27,27,246,252,Intermedio,254,-23,-1,0,0,-12,0,-38,-1,-27,-1,-27,-1
4984,7972,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25160,7,Colegio Victoriano,25,PS,4,U,1,D,3,25,24,25,284,272,Intermedio,280,-15,0,-4,0,21,1,0,0,-7,0,-7,0
4985,6974,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25166,6,Colegio Los Olmos de Puente Alto,32,PS,4,U,1,D,3,31,32,31,243,229,Inicial,243,16,0,-1,0,-18,-1,-41,-1,-50,-1,-50,-1
4986,6957,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25171,2,Colegio Centro Educacional Principado Asturias,42,PS,4,U,1,C,2,37,40,41,257,259,Intermedio,252,-22,-1,-5,0,4,0,-6,0,5,0,5,0
4987,7710,13,133,13113,Región Metropolitana,Santiago Oriente,Peñalolén,25172,0,Colegio Pumahue,105,PP,3,U,1,E,4,104,105,105,311,321,Avanzado,312,0,0,4,0,6,0,9,1,17,1,17,1
4988,8009,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25175,5,Escuela Básica San Nicolás de Maipú 1660,35,PP,3,U,1,D,3,33,35,35,264,266,Intermedio,280,-9,0,3,0,4,0,-20,-1,-13,-1,-13,-1
4989,6882,13,136,13114,Región Metropolitana,Cordillera,La Florida,25183,6,Washinton Center College,26,PS,4,U,1,D,3,25,26,26,258,246,Intermedio,251,21,1,31,1,2,0,-26,-1,-33,-1,-33,-1
4990,7195,13,131,13101,Región Metropolitana,Santiago Centro,Santiago,25185,2,Colegio Ozanam,69,PS,4,U,1,C,2,69,67,67,280,283,Intermedio,274,7,0,16,1,21,1,17,1,29,1,29,1
4991,7966,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25186,0,Colegio San Sebastián de La Rinconada,119,MC,1,U,1,B,1,113,116,116,229,231,Inicial,230,8,0,14,1,5,0,-17,-1,-3,0,-3,0
4992,8507,13,135,13603,Región Metropolitana,Talagante,Isla de Maipo,25189,5,Escuela Básica Futuro de Las Mercedes,10,MC,1,R,0,A,0,10,10,10,263,231,Inicial,226,-2,0,-8,0,16,0,23,1,8,0,8,0
4993,7435,13,137,13132,Región Metropolitana,Santiago Norte,Quilicura,25194,1,Escuela Valle de La Luna,45,MD,2,U,1,B,1,40,42,42,205,202,Inicial,213,-12,0,10,0,2,0,-41,-1,-32,-1,-32,-1
4994,7967,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25197,6,Colegio San Valentín de Maipú,22,PS,4,U,1,D,3,19,21,22,283,289,Avanzado,290,3,0,21,1,24,1,-1,0,10,1,10,1
4995,7969,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25198,4,Colegio Santa María de Maipú,103,PS,4,U,1,D,3,102,101,101,294,311,Avanzado,302,3,0,8,0,0,0,10,1,32,1,32,1
4996,6764,13,136,13114,Región Metropolitana,Cordillera,La Florida,25199,2,Colegio Amancay de La Florida,24,PS,4,U,1,D,3,24,24,23,276,278,Intermedio,288,-16,0,-2,0,66,1,-8,0,-1,0,-1,0
4997,7049,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25201,8,Escuela Básica y Especial Renacer,57,PS,4,U,1,C,2,54,57,57,246,259,Intermedio,262,2,0,18,1,23,1,-17,-1,5,0,5,0
4998,8033,13,134,13129,Región Metropolitana,Santiago Poniente,Pudahuel,25215,8,Colegio Polivalente Gerónimo de Alderete,149,PS,4,U,1,C,2,139,147,146,282,278,Intermedio,281,18,1,16,1,19,1,19,1,24,1,24,1
4999,6969,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25218,2,Colegio Extremadura de Puente Alto,70,PS,4,U,1,D,3,68,69,70,276,275,Intermedio,279,12,1,13,1,-1,0,-8,-1,-4,0,-4,0
5000,8284,13,132,13116,Región Metropolitana,Santiago Sur,La Granja,25220,4,Colegio Los Pensamientos de La Granja,76,PS,4,U,1,C,2,74,76,76,263,260,Intermedio,251,-7,0,16,1,-12,-1,0,0,6,1,6,1
5001,6980,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25223,9,Colegio Monte de Asís,73,PS,4,U,1,D,3,73,73,73,298,307,Avanzado,303,1,0,2,0,-6,0,14,1,28,1,28,1
5003,8585,13,135,13605,Región Metropolitana,Talagante,Padre Hurtado,25230,1,Escuela Básica y Especial Santa Rosa de Chena,20,PS,4,U,1,C,2,20,20,20,252,223,Inicial,232,6,0,2,0,-13,0,-11,-1,-31,-1,-31,-1
5004,8576,13,135,13605,Región Metropolitana,Talagante,Padre Hurtado,25238,7,Colegio Centro Educacional Altair,61,PS,4,U,1,D,3,60,61,61,264,270,Intermedio,269,-24,-1,-13,-1,-5,0,-20,-1,-9,-1,-9,-1
5005,8195,13,132,13121,Región Metropolitana,Santiago Sur,El Bosque,25249,2,Colegio Particular Tantauco El Bosque,59,PS,4,U,1,D,3,58,59,59,290,300,Avanzado,298,-6,0,0,0,18,1,6,1,21,1,21,1
5006,6897,13,136,13117,Región Metropolitana,Cordillera,La Pintana,25250,6,Colegio Polivalente Almendral de La Pintana,80,PS,4,U,1,C,2,80,80,80,285,265,Intermedio,265,3,0,8,0,-2,0,22,1,11,1,11,1
5007,7057,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25257,3,Norway School de Puente Alto,10,PS,4,U,1,C,2,10,10,10,221,203,Inicial,215,8,0,-10,0,-19,0,-42,-1,-51,-1,-51,-1
5008,7968,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25258,1,Colegio Santa Cecilia de Maipú,28,PS,4,U,1,C,2,28,27,27,249,234,Intermedio,232,35,1,36,1,-11,0,-14,-1,-20,-1,-20,-1
5009,8246,13,132,13120,Región Metropolitana,Santiago Sur,La Cisterna,25265,4,Colegio Antil Mawida,17,PS,4,U,1,D,3,16,17,17,248,256,Intermedio,259,-15,0,9,0,6,0,-36,-1,-23,-1,-23,-1
5010,7192,13,131,13101,Región Metropolitana,Santiago Centro,Santiago,25269,7,Colegio Nuevo Diego de Almagro,28,PS,4,U,1,D,3,28,28,27,264,264,Intermedio,269,0,0,0,0,-7,0,-20,-1,-15,-1,-15,-1
5011,7724,13,133,13113,Región Metropolitana,Santiago Oriente,Peñalolén,25275,1,Escuela Básica Nueva Las Cumbres,17,PS,4,U,1,B,1,17,17,17,259,285,Intermedio,264,18,0,58,1,32,1,13,1,51,1,51,1
5012,8176,13,132,13402,Región Metropolitana,Santiago Sur,Buin,25278,6,Socieda Campanario,41,PP,3,U,1,E,4,41,41,41,290,296,Avanzado,293,-13,0,-12,0,-3,0,-12,-1,-8,-1,-8,-1
5013,7958,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25279,4,Colegio Salvador Dali,27,PS,4,U,1,C,2,27,26,27,292,282,Intermedio,288,11,0,1,0,9,0,29,1,28,1,28,1
5014,8222,13,132,13121,Región Metropolitana,Santiago Sur,El Bosque,25280,8,Escuela Básica Particular Bremen,16,PS,4,U,1,C,2,16,16,16,244,249,Intermedio,262,-14,0,-7,0,40,1,-19,-1,-5,0,-5,0
5015,6892,13,136,13117,Región Metropolitana,Cordillera,La Pintana,25287,5,Colegio Esjelavi,18,PS,4,U,1,B,1,18,18,18,256,257,Intermedio,252,10,0,48,1,-4,0,10,1,23,1,23,1
5016,7401,13,137,13202,Región Metropolitana,Santiago Norte,Lampa,25288,3,Escuela Básica y Especial Integral Altair de Bat,28,PS,4,R,0,C,2,27,28,28,261,247,Intermedio,251,41,1,40,1,-,,-2,0,-7,0,-7,0
5017,8117,13,134,13131,Región Metropolitana,Santiago Poniente,Renca,25303,0,Centro Educacional Laura Vicuña,15,PS,4,U,1,B,1,15,15,15,221,222,Inicial,231,*,,*,,-8,0,-25,-1,-12,0,-12,0
5018,7271,13,137,13201,Región Metropolitana,Santiago Norte,Colina,25310,3,Escuela Básica San Nicolás Diacono,35,PP,3,R,0,E,4,35,34,34,289,298,Avanzado,298,-25,-1,-21,-1,32,1,-13,-1,-6,0,-6,0
5019,7997,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25314,6,Escuela Básica Los Alerces de Maipú,109,MC,1,U,1,B,1,105,102,102,245,240,Intermedio,238,3,0,0,0,1,0,-1,0,6,1,6,1
5020,7038,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25324,3,Escuela Básica Quitalmahue,106,PS,4,U,1,B,1,104,104,104,254,247,Intermedio,244,0,0,0,0,-2,0,8,1,13,1,13,1
5021,8014,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25328,6,Instituto Luis Gandarillas,38,PS,4,U,1,D,3,36,37,38,273,266,Intermedio,263,-11,0,4,0,-19,-1,-11,-1,-13,-1,-13,-1
5022,7275,13,137,13201,Región Metropolitana,Santiago Norte,Colina,25329,4,Escuela Básica Santa Cruz de Chicureo,58,PP,3,U,1,E,4,56,58,58,299,295,Avanzado,296,-13,0,-12,0,-19,-1,-3,0,-9,-1,-9,-1
5023,7250,13,137,13201,Región Metropolitana,Santiago Norte,Colina,25332,4,Colegio Montessori Pucalén,37,PP,3,U,1,E,4,35,36,37,285,287,Avanzado,296,-14,0,-16,-1,13,0,-17,-1,-17,-1,-17,-1
5024,7068,13,136,13302,Región Metropolitana,Cordillera,San José de Maipo,25340,5,Escuela Básica El Sauce,15,PS,4,U,1,D,3,14,15,15,285,276,Intermedio,275,29,1,36,1,42,1,1,0,-3,0,-3,0
5025,6799,13,136,13114,Región Metropolitana,Cordillera,La Florida,25342,1,Colegio Raimapu Tierra Florida,53,PS,4,U,1,D,3,52,51,50,287,281,Intermedio,296,-12,0,-19,-1,5,0,3,0,2,0,2,0
5026,8296,13,132,13116,Región Metropolitana,Santiago Sur,La Granja,25344,8,Escuela Básica Nelquihue,20,PS,4,U,1,A,0,19,18,15,188,176,Inicial,205,-50,-1,-22,0,-3,0,-52,-1,-47,-1,-47,-1
5027,8387,13,132,13401,Región Metropolitana,Santiago Sur,San Bernardo,25347,2,Colegio Sebastián Elcano San Bernardo,20,PS,4,U,1,D,3,20,20,20,292,281,Intermedio,287,-2,0,15,0,25,1,8,0,2,0,2,0
5028,7255,13,137,13201,Región Metropolitana,Santiago Norte,Colina,25348,0,Colegio San José de Chicureo,50,PP,3,U,1,E,4,48,48,49,310,327,Avanzado,308,4,0,25,1,8,0,8,1,23,1,23,1
5029,8578,13,135,13605,Región Metropolitana,Talagante,Padre Hurtado,25352,9,Colegio Polivalente Patricio Mekis,66,PS,4,U,1,C,2,64,66,66,267,267,Intermedio,272,9,0,23,1,12,1,4,0,13,1,13,1
5030,8481,13,135,13503,Región Metropolitana,Talagante,Curacaví,25356,1,Escuela Básica La Pradera de Curacavi,25,PS,4,U,1,C,2,24,25,25,270,250,Intermedio,255,-12,0,-17,-1,-4,0,7,0,-4,0,-4,0
5031,7190,13,131,13101,Región Metropolitana,Santiago Centro,Santiago,25359,6,Colegio Metodista de Santiago,27,PS,4,U,1,C,2,27,26,26,292,298,Avanzado,283,27,1,49,1,35,1,29,1,44,1,44,1
5032,8147,13,134,13131,Región Metropolitana,Santiago Poniente,Renca,25362,6,Escuela Básica Talleres Prevocacionales Padre Hurtado,18,PS,4,U,1,A,0,17,17,14,195,180,Inicial,204,-71,-1,-34,-1,-29,-1,-45,-1,-43,-1,-43,-1
5033,6776,13,136,13114,Región Metropolitana,Cordillera,La Florida,25366,9,Colegio Latinoamericano,30,PP,3,U,1,E,4,28,30,26,318,326,Avanzado,315,16,0,19,1,19,1,16,1,22,1,22,1
5034,6811,13,136,13114,Región Metropolitana,Cordillera,La Florida,25367,7,Colegio Santiago,83,PS,4,U,1,C,2,82,83,83,290,299,Avanzado,303,3,0,14,1,33,1,27,1,45,1,45,1
5035,7955,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25368,5,Colegio Polivalente Cardenal Carlos Oviedo Cavada,111,PS,4,U,1,C,2,110,111,111,277,282,Intermedio,288,-2,0,16,1,19,1,14,1,28,1,28,1
5036,7930,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25369,3,Colegio Alicante,274,PS,4,U,1,D,3,271,265,268,285,292,Avanzado,293,-4,0,2,0,11,1,1,0,13,1,13,1
5038,6878,13,136,13114,Región Metropolitana,Cordillera,La Florida,25382,0,Saint Charles College La Florida,21,PS,4,U,1,C,2,20,16,19,229,241,Intermedio,223,-11,0,5,0,-5,0,-34,-1,-13,-1,-13,-1
5039,7991,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25385,5,Escuela Básica Hermanos Carrera de Maipú,71,PS,4,U,1,D,3,70,70,70,275,272,Intermedio,281,7,0,16,1,-7,0,-9,-1,-7,-1,-7,-1
5040,7414,13,137,13132,Región Metropolitana,Santiago Norte,Quilicura,25387,1,Colegio Polivalente San Sebastián de Quilicura,173,PS,4,U,1,C,2,171,169,169,263,257,Intermedio,260,2,0,10,1,-5,0,0,0,3,0,3,0
5041,8039,13,134,13129,Región Metropolitana,Santiago Poniente,Pudahuel,25390,1,Escuela Básica Aconcagua Pudahuel,26,PS,4,U,1,B,1,25,25,26,248,229,Inicial,226,7,0,-4,0,-3,0,2,0,-5,0,-5,0
5042,6798,13,136,13114,Región Metropolitana,Cordillera,La Florida,25393,6,Colegio Quinto Centenario,27,PS,4,U,1,D,3,27,26,25,272,273,Intermedio,297,3,0,21,1,15,0,-12,-1,-6,0,-6,0
5043,7289,13,137,13103,Región Metropolitana,Santiago Norte,Conchalí,25396,0,Centro Politécnico Particular de Conchali,81,PS,4,U,1,C,2,80,79,78,265,244,Intermedio,240,1,0,-9,0,-5,0,2,0,-10,-1,-10,-1
5044,8382,13,132,13401,Región Metropolitana,Santiago Sur,San Bernardo,25418,5,Colegio San Bernardo Abad,67,PS,4,U,1,B,1,61,67,32,261,240,Intermedio,246,16,1,3,0,17,1,15,1,6,1,6,1
5045,8410,13,132,13401,Región Metropolitana,Santiago Sur,San Bernardo,25423,1,Escuela Básica Ignacio Serrano de San Bernardo,68,PS,4,U,1,B,1,67,64,30,235,231,Inicial,238,10,0,34,1,0,0,-11,-1,-3,0,-3,0
5046,7281,13,137,13201,Región Metropolitana,Santiago Norte,Colina,25431,2,Escuela Santa María de Esmeralda,33,PS,4,U,1,B,1,33,33,33,264,245,Intermedio,265,-1,0,-20,-1,9,0,18,1,11,1,11,1
5047,8598,13,135,13602,Región Metropolitana,Talagante,Peñaflor,25434,7,Colegio Forjadores,27,PS,4,U,1,C,2,26,27,27,268,269,Intermedio,271,-14,0,9,0,-13,0,5,0,15,1,15,1
5048,8650,13,135,13601,Región Metropolitana,Talagante,Talagante,25435,5,Escuela Básica del Poniente,25,MC,1,U,1,B,1,24,25,22,237,221,Inicial,221,-7,0,-19,-1,10,0,-9,-1,-13,-1,-13,-1
5049,8123,13,134,13131,Región Metropolitana,Santiago Poniente,Renca,25436,3,Colegio Sochides Renca,62,PS,4,U,1,C,2,62,62,62,280,279,Intermedio,274,-13,-1,-9,0,11,0,17,1,25,1,25,1
5050,8268,13,132,13120,Región Metropolitana,Santiago Sur,La Cisterna,25437,1,Escuela Básica y Especial El Nazareno,16,PS,4,U,1,B,1,16,16,16,208,189,Inicial,217,-18,0,2,0,-,,-38,-1,-45,-1,-45,-1
5051,8664,13,135,13601,Región Metropolitana,Talagante,Talagante,25442,8,Garden School,34,PS,4,U,1,D,3,33,34,33,284,282,Intermedio,270,12,0,6,0,-15,-1,0,0,3,0,3,0
5052,8596,13,135,13602,Región Metropolitana,Talagante,Peñaflor,25448,7,Centro Educacional Niño Dios de Malloco,42,PS,4,U,1,C,2,41,42,42,239,235,Intermedio,242,-2,0,8,0,-1,0,-24,-1,-19,-1,-19,-1
5053,7037,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25450,9,Escuela Básica Particular Saltairam,49,PS,4,U,1,C,2,48,48,47,240,240,Intermedio,245,19,1,27,1,-8,0,-23,-1,-14,-1,-14,-1
5054,8658,13,135,13601,Región Metropolitana,Talagante,Talagante,25452,5,Escuela Básica Particular Trebulco,39,PP,3,U,1,E,4,37,19,38,302,299,Avanzado,281,-10,0,-12,0,7,0,0,0,-5,0,-5,0
5055,6891,13,136,13117,Región Metropolitana,Cordillera,La Pintana,25462,2,Colegio Alto Gabriela,35,PS,4,U,1,C,2,35,34,34,245,250,Intermedio,246,0,0,40,1,-10,0,-18,-1,-4,0,-4,0
5056,8197,13,132,13121,Región Metropolitana,Santiago Sur,El Bosque,25464,9,Colegio Polivalente San Agustín de El Bosque,114,PS,4,U,1,D,3,111,114,114,276,278,Intermedio,273,7,0,9,0,5,0,-8,-1,-1,0,-1,0
5057,7385,13,137,13202,Región Metropolitana,Santiago Norte,Lampa,25465,7,Escuela Básica Jerusalén,42,PS,4,U,1,C,2,41,42,42,265,238,Intermedio,258,8,0,8,0,22,1,2,0,-16,-1,-16,-1
5058,7984,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25466,5,Escuela Básica El Porvenir,20,PS,4,U,1,C,2,19,20,19,226,228,Inicial,240,-9,0,14,0,*,,-37,-1,-26,-1,-26,-1
5059,8016,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25471,1,King Edwards School I,20,PS,4,U,1,C,2,20,20,20,257,250,Intermedio,255,-13,0,2,0,10,0,-6,0,-4,0,-4,0
5060,6995,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25475,4,Colegio Polivalente Padre José Kentenich,76,PS,4,U,1,B,1,75,76,76,252,234,Intermedio,253,10,0,8,0,3,0,6,1,0,0,0,0
5061,7708,13,133,13113,Región Metropolitana,Santiago Oriente,Peñalolén,25478,9,Colegio Particular Mayor de Peñalolen,110,PP,3,U,1,E,4,110,108,109,301,306,Avanzado,298,3,0,6,0,-9,0,-1,0,2,0,2,0
5062,8247,13,132,13120,Región Metropolitana,Santiago Sur,La Cisterna,25480,0,Colegio José Luis La Grange de La Cisterna,18,PS,4,U,1,D,3,17,18,17,292,281,Intermedio,289,-2,0,-9,0,32,1,8,0,2,0,2,0
5063,7942,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25481,9,Colegio Instituto Humanidades Bernardo O'Higgins,71,PS,4,U,1,D,3,70,70,70,288,275,Intermedio,281,13,1,18,1,-5,0,4,0,-4,0,-4,0
5064,7979,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25482,7,Escuela Básica Artistica El Trigal,25,PS,4,U,1,D,3,25,25,25,283,268,Intermedio,280,8,0,2,0,-15,0,-1,0,-11,-1,-11,-1
5065,7410,13,137,13132,Región Metropolitana,Santiago Norte,Quilicura,25487,8,Colegio Manquecura Valle Lo Campino,79,PP,3,U,1,E,4,79,79,79,299,301,Avanzado,302,4,0,4,0,10,0,-3,0,-3,0,-3,0
5066,7959,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25501,7,Colegio San Andrés de Maipú,58,PS,4,U,1,D,3,57,58,58,285,285,Intermedio,289,7,0,19,1,5,0,1,0,6,1,6,1
5067,8078,13,134,13127,Región Metropolitana,Santiago Poniente,Quinta Normal,25508,4,Colegio Particular Gabriela Mistral,51,PS,4,U,1,D,3,50,51,51,294,296,Avanzado,304,4,0,5,0,5,0,10,1,17,1,17,1
5068,7188,13,131,13101,Región Metropolitana,Santiago Centro,Santiago,25509,2,Colegio María Auxiliadora de Santiago,70,PS,4,U,1,D,3,70,70,70,285,283,Intermedio,287,-17,-1,-9,0,8,0,1,0,4,0,4,0
5069,7508,13,133,13111,Región Metropolitana,Santiago Oriente,La Reina,25520,3,Colegio Sagrado Corazón de Jesús de la Reina,33,PS,4,U,1,D,3,33,32,32,278,283,Intermedio,285,-16,-1,-4,0,-21,-1,-6,0,4,0,4,0
5070,6956,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25523,8,Colegio Cardenal Juan Francisco Fresno,102,PS,4,U,1,B,1,99,101,101,238,238,Intermedio,249,-17,-1,-12,-1,-16,-1,-8,-1,4,0,4,0
5071,7619,13,133,13112,Región Metropolitana,Santiago Oriente,Macul,25525,4,Colegio El Alba de Macul,21,PS,4,U,1,D,3,21,21,21,283,275,Intermedio,269,23,1,10,0,21,1,-1,0,-4,0,-4,0
5072,8475,13,135,13503,Región Metropolitana,Talagante,Curacaví,25526,2,Curacaví College,33,PS,4,U,1,C,2,33,33,33,283,261,Intermedio,263,3,0,8,0,-35,-1,20,1,7,0,7,0
5073,7812,13,134,13125,Región Metropolitana,Santiago Poniente,Cerrillos,25539,4,Escuela Básica Municipal Ejército Libertador,66,MD,2,U,1,A,0,66,66,65,218,207,Inicial,218,-8,0,-2,0,4,0,-22,-1,-16,-1,-16,-1
5074,7032,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25540,8,Escuela Básica Monte de Olivo de Puente Alto,77,PS,4,U,1,C,2,77,76,76,294,292,Avanzado,274,14,1,7,0,1,0,31,1,38,1,38,1
5076,8579,13,135,13605,Región Metropolitana,Talagante,Padre Hurtado,25543,2,Colegio San Cristóbal Apóstol,12,PS,4,U,1,C,2,11,11,12,201,192,Inicial,188,-,,0,0,-34,-1,-62,-1,-62,-1,-62,-1
5077,6925,13,136,13117,Región Metropolitana,Cordillera,La Pintana,25544,0,Escuela Básica y Especial Francés,29,PS,4,U,1,B,1,27,28,28,241,240,Intermedio,231,-6,0,-1,0,-8,0,-5,0,6,0,6,0
5078,7923,13,134,13126,Región Metropolitana,Santiago Poniente,Maipú,25550,5,Boston College La Farfana,167,PS,4,U,1,C,2,162,166,164,271,279,Intermedio,281,-5,0,18,1,27,1,8,1,25,1,25,1
5079,8401,13,132,13401,Región Metropolitana,Santiago Sur,San Bernardo,25557,2,Escuela Básica Emilia Gonzalez Espinoza,28,PS,4,U,1,C,2,28,28,28,295,293,Avanzado,285,31,1,52,1,6,0,32,1,39,1,39,1
5080,6983,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25558,0,Colegio Particular Altazor,61,PS,4,U,1,D,3,59,61,60,303,308,Avanzado,298,-8,0,-10,0,-7,0,19,1,29,1,29,1
5081,6985,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25559,9,Colegio Particular Hernán Aguirre Mackay,29,PS,4,U,1,A,0,28,28,28,220,191,Inicial,196,44,1,5,0,-15,0,-20,-1,-32,-1,-32,-1
5082,7834,13,134,13130,Región Metropolitana,Santiago Poniente,Cerro Navia,25561,0,Escuela Básica Divino Maestro,27,PS,4,U,1,B,1,27,25,25,217,204,Inicial,208,-20,-1,-38,-1,-12,0,-29,-1,-30,-1,-30,-1
5083,6905,13,136,13117,Región Metropolitana,Cordillera,La Pintana,25562,9,Colegio San José de La Familia,116,PS,4,U,1,C,2,110,114,114,246,235,Intermedio,237,-3,0,4,0,-11,-1,-17,-1,-19,-1,-19,-1
5084,7001,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25571,8,Colegio San José de Puente Alto,105,PS,4,U,1,C,2,98,105,104,267,263,Intermedio,267,24,1,19,1,5,0,4,0,9,1,9,1
5085,6911,13,136,13117,Región Metropolitana,Cordillera,La Pintana,25573,4,Escuela Básica Especial Centilen,27,PS,4,U,1,B,1,25,27,26,242,221,Inicial,242,-5,0,4,0,-,,-4,0,-13,-1,-13,-1
5086,8062,13,134,13129,Región Metropolitana,Santiago Poniente,Pudahuel,25576,9,Escuela Básica San Jorge de Pudahuel,62,PS,4,U,1,C,2,59,61,61,251,250,Intermedio,262,9,0,23,1,19,1,-12,-1,-4,0,-4,0
5087,6790,13,136,13114,Región Metropolitana,Cordillera,La Florida,25577,7,Colegio Particular Familia de Nazareth,40,PS,4,U,1,D,3,38,39,39,278,271,Intermedio,272,17,1,36,1,10,0,-6,0,-8,-1,-8,-1
5088,6979,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25580,7,Colegio Mirador de Puente Alto,81,PS,4,U,1,C,2,80,77,77,283,283,Intermedio,292,11,0,24,1,5,0,20,1,29,1,29,1
5089,7704,13,133,13113,Región Metropolitana,Santiago Oriente,Peñalolén,25589,0,Colegio Jesús Servidor,48,PS,4,U,1,B,1,47,48,48,257,246,Intermedio,251,5,0,10,0,10,0,11,1,12,1,12,1
5090,7419,13,137,13132,Región Metropolitana,Santiago Norte,Quilicura,25599,8,Colegio San Pedro de Quilicura,224,PS,4,U,1,C,2,221,222,221,258,236,Intermedio,242,0,0,-5,0,-13,-1,-5,-1,-18,-1,-18,-1
5091,8163,13,132,13402,Región Metropolitana,Santiago Sur,Buin,25602,1,Escuela Básica Pablo Apostol de Buin,32,PS,4,U,1,D,3,31,32,32,265,269,Intermedio,283,-42,-1,-24,-1,-12,0,-19,-1,-10,-1,-10,-1
5092,7518,13,133,13111,Región Metropolitana,Santiago Oriente,La Reina,25611,0,Escuela Básica Barrie Montessori N° 2,19,PP,3,U,1,E,4,17,19,19,290,274,Intermedio,271,-9,0,6,0,-11,0,-12,-1,-30,-1,-30,-1
5093,6997,13,136,13301,Región Metropolitana,Cordillera,Puente Alto,25615,3,Colegio Polivalente Saint Peter College,68,PS,4,U,1,B,1,65,66,66,262,256,Intermedio,261,41,1,46,1,19,1,16,1,22,1,22,1
